sentence,sentiment,topic,processed_text
"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",2,general,giáo_viên nhiệt_tình dạy dễ hiểu tận_tình với sinh_viên
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",2,general,tân_tâm nhiệt_tình trong lớp lẫn bên ngoài
thầy giảng dạy tận tâm nhiệt tình .,2,general,thầy giảng_dạy tận_tâm nhiệt_tình
"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .",2,general,thầy vui tính giảng_bài dễ hiểu nhiệt_tình
thầy giáo dạy nhiệt tình .,2,general,thầy_giáo dạy nhiệt_tình
"dạy dễ hiểu , gần gũi sinh viên .",2,general,dạy dễ hiểu gần_gũi sinh_viên
"cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu , cô hướng dẫn rất tận tình .",2,general,cô dạy rất nhiệt_tình và tài_liệu của cô rất cụ_thể dễ hiểu cô hướng_dẫn rất tận_tình
mong thầy cố gắng trong các học kỳ sau .,0,general,mong thầy cố_gắng trong các học_kỳ sau
cần đưa ra nhiều ví dụ minh họa hơn .,0,general,cần đưa ra nhiều ví_dụ minh_họa hơn
"giảng viên hoà đồng , vui vẻ , chỉ giảng tận tình sinh viên ham học hỏi .",2,general,giảng_viên hòa đồng vui_vẻ chỉ giảng tận_tình sinh_viên ham học_hỏi
giảng viên không dạy một tiết thực hành nào .,0,general,giảng_viên không dạy một tiết thực_hành nào
không !,1,general,không
nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy .,0,general,nên có sự thống_nhất giữa các giảng_viên bộ_môn trong đề_cương giảng_dạy
"có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh viên còn lại khó nắm được .",0,general,có những phần kiến_thức chỉ một_nửa lớp được học nhưng giảng_viên nghĩ là cả lớp đã học rồi nên chỉ overview những sinh_viên còn lại khó nắm được
máy tính cập nhật nhanh hơn .,0,general,máy_tính cập_nhật nhanh hơn
"vui , hòa đồng , nhiệt tình .",2,general,vui hòa đồng nhiệt_tình
có giúp đỡ sinh viên học tập nghiên cứu .,2,general,có giúp_đỡ sinh_viên học_tập nghiên_cứu
"giảng viên tận tâm , nhiệt tình , ham học hỏi .",2,general,giảng_viên tận_tâm nhiệt_tình ham học_hỏi
"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",0,general,tuy_nhiên cô nên cân_nhắc lại về số_lượng yêu_cầu đối_với sinh_viên để sinh_viên không bị khớp vì quá nhiều dẫn đến làm qua_loa cho có như_vậy thì kết_quả lại không tốt
"cô rất tận tâm , rất ok , em rất thích cách dạy và học của cô ( mặc dù hơi nhanh tí ) .",2,general,cô rất tận_tâm rất ok em rất thích cách dạy và học của cô mặc_dù hơi nhanh tí
mong thầy và nhà trường xem xét lại những điều em vừa nói .,0,general,mong thầy và nhà_trường xem_xét lại những điều em vừa nói
"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",2,general,thầy tận tâm_nhiệt_tình tạo động_lực cho sinh_viên
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",2,general,thầy_giáo tận_tình dạy kỹ thường đưa ra câu hỏi để xem_xét mức_độ hiểu_biết của sinh_viên
cần tăng cương trao đổi giữa sinh viên và giáo viên .,0,general,cần tăng cương trao_đổi giữa sinh_viên và giáo_viên
nói chung là nghe không bao giờ nghe rõ được .,0,general,nói_chung là nghe không bao_giờ nghe rõ được
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,0,general,cách truyền_đạt của giáo_viên chưa có sức hút đối_với sinh_viên nhiều cho lắm
"cô giáo thân thiện dễ gần , thực hành nhiều .",2,general,cô_giáo thân_thiện dễ gần thực_hành nhiều
chưa tiếp thu trọn vẹn .,0,general,chưa tiếp_thu trọn_vẹn
cần cải tiến trang thiết thực hành .,0,general,cần cải_tiến trang_thiết_thực_hành
giảng kỹ hơn .,0,general,giảng kỹ hơn
còn hơi kéo thời gian .,0,general,còn hơi kéo thời_gian
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,2,general,có nhiều bài_tập về nhà cơ_bản lẫn nâng cao và giảng_viên sửa bài đủ
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,0,general,thầy rất hiền và kiên_trì giảng_dạy cho lớp mặc_dù môn_học này đối_với em không được hứng_thú lắm
đôi lúc giảng bài hơi nhanh .,0,general,đôi_lúc giảng bài hơi nhanh
có một số buổi không đi dạy .,0,general,có một_số buổi không đi dạy
thầy nhiệt tình và dạy dễ hiểu .,2,general,thầy nhiệt_tình và dạy dễ hiểu
"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",2,general,có kiến_thức nền_tảng này sinh_viên có_thể học thêm bất_kỳ công_nghệ cụ_thể nào đó dễ_dàng cũng như tiếp_thu thay_đổi công_nghệ mới nhanh_chóng
"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",0,general,cấu_trúc đề_cương của thầy chưa rõ_ràng lý_thuyết chưa được trình_bày rõ trong các buổi học
tài liệu hỗ trợ toàn tiếng anh rất khó học .,0,general,tài_liệu hỗ_trợ toàn tiếng anh rất khó học
chưa nhận được gì từ môn học này .,0,general,chưa nhận được gì từ môn_học này
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",0,general,giảng_viên không hề giảng_dạy chỉ đưa đề_cương rồi thôi
bài tập mỗi tuần đều có và đầy đủ .,2,general,bài_tập mỗi tuần đều có và đầy_đủ
em xin cảm ơn .,2,general,em xin cảm_ơn
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,0,general,thầy cần phải cho sinh_viên biết được học môn này có tác_dụng gì và làm được gì khi học xong
đề nghị tăng thời gian thưc hành .,0,general,đề_nghị tăng thời_gian thưc_hành
không được làm những chuyện riêng trong lúc dạy thực hành .,0,general,không được làm những chuyện riêng trong lúc dạy thực_hành
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,0,general,hỗ_trợ thêm giáo_trình không phải slide cho sinh_viên
cô wzjwz259 rất vui và nhiệt tình .,2,general,cô wzjwz259 rất vui và nhiệt_tình
"giáo viện nhiệt tình , tận tâm .",2,general,giáo_viện nhiệt_tình tận_tâm
"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",2,general,kiến_thức được giảng_viên trình_bày rõ_ràng dễ hiểu cho sinh_viên
cần thêm nhiều kit để thực hành .,0,general,cần thêm nhiều kit để thực_hành
dạy khó hiểu quá nhanh .,0,general,dạy khó hiểu quá nhanh
"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",2,general,luôn gần_gũi tham_khảo ý_kiến sinh_viên và thống_nhất cũng sinh_viên
sắp xếp lịch học bù chưa hợp lý .,0,general,sắp_xếp lịch_học bù chưa hợp_lý
"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",0,general,nhà_trường nên đưa môn_học này vào thời khóa_biểu bắt_buộc ở học_kỳ 1 của các sinh_viên năm nhất nhằm giúp các em nắm biết được mình nên học gì mình có nên chuyển_đổi ngành hay không
thời gian thực hành cần nhiều hơn .,0,general,thời_gian thực_hành cần nhiều hơn
giảng viên rất nhiệt tình trong giảng dạy .,2,general,giảng_viên rất nhiệt_tình trong giảng_dạy
slide chuẩn bị chưa tốt .,0,general,slide chuẩn_bị chưa tốt
thầy hay đòi hỏi sinh viên những điều hơi quá cao .,0,general,thầy hay đòi_hỏi sinh_viên những điều hơi quá cao
cô giảng hướng dẫn nhiệt tình .,2,general,cô giảng hướng_dẫn nhiệt_tình
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",0,general,chúng_em đã gặp khó khắn với khổ giấy nhỏ mô_hình thì lớn và phức_tạp
giảng quá nhiều không đánh vào trọng tâm .,0,general,giảng quá nhiều không đánh vào trọng_tâm
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",0,general,em không muốn nói_gì nhưng mong thầy xem_lại cách đánh_giá sinh_viên để công_bằng hơn cái sinh_viên không biết không phải chỉ ở cúp_tiết mà_còn ở cách giảng_dạy truyền_đạt ở giảng_viên ví_dụ như cô wzjwz324 rất dễ hiểu tận_tâm
cô có nhiều hình thức giảng dạy hay .,2,general,cô có nhiều hình_thức giảng_dạy hay
hơi khó .,0,general,hơi khó
thầy đi trễ .,0,general,thầy đi trễ
giảng tốt .,2,general,giảng tốt
nói mở rộng nhiều vấn đề về môn học .,2,general,nói mở_rộng nhiều vấn_đề về môn_học
cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,0,general,cần tăng_cường nội_dung nghe và nói để sinh_viên giao_tiếp tốt hơn bằng tiếng anh
giảng viên tạo điều kiện làm nhiều bài tập .,0,general,giảng_viên tạo điều_kiện làm nhiều bài_tập
hỗ trợ thêm về các thiết bị dạy và học .,0,general,hỗ_trợ thêm về các thiết_bị dạy và học
ít giải bài tập trên lớp .,0,general,ít giải bài_tập trên lớp
chia sẻ .,1,general,chia_sẻ
bám sát nội dung chính .,2,general,bám sát nội_dung chính
cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,0,general,cần thêm các đoạn code cho các giải_thuật bổ_sung các phương_pháp để giải_quyết các bài_toán liệt_kê
thông tin đầy đủ về bài tập và các nguồn tham khảo .,2,general,thông_tin đầy_đủ về bài_tập và các nguồn tham_khảo
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",2,general,cô tận_tâm nhiệt_tình phương_pháp dạy dễ hiểu
"thầy giảng rất dễ hiểu và thú vị , thu hút .",2,general,thầy giảng rất dễ hiểu và thú_vị thu_hút
hướng dẫn chi tiết về cách thực hành .,2,general,hướng_dẫn chi_tiết về cách thực_hành
"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",0,general,giảng_viên chỉ cho đồ_án và giải_đáp các yêu_cầu đồ_án không cung_cấp tài_liệu hay hướng_dẫn cơ_bản sinh_viên tự tìm_hiểu với lý_do là hệ tài_năng nên cần tự xoay sở
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",0,general,môn_học toàn kiến_thức mới_mẻ giảng_viên nên giảng chi_tiết hơn
"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",0,general,đến khi cuối kỳ chỉ cần sinh_viên mắc một sai_sót nhỏ thì sẽ rớt môn
"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",0,general,cần thay_đổi cách dạy và nội_dung học của phần thực_hành các bài thực_hành hiện_tại của môn_mạng máy_tính chưa đảm_bảo hiệu_quả
