sentence,sentiment,topic
làm bài tập .,1,general
cứ ngỡ được 10 điểm là chắc chắn rồi .,0,general
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,0,general
thêm phòng thiết bị để thực hành .,0,general
dễ hiểu đầy đủ .,2,general
điểm .,1,general
"giáo viên tốt bụng , vui tính .",2,general
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",0,general
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",2,general
giải đáp kịp thời những thắc mắc cho sinh viên .,2,general
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",2,general
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",0,general
bài tập không cho ví dụ về nhà để xem lại .,0,general
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,0,general
"thầy dạy dễ hiểu , rất hài lòng .",2,general
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",0,general
"cách giảng bài dễ hiểu , hay .",2,general
đầy đủ kiến thức .,2,general
chất lượng phòng máy rất tệ .,0,general
"thầy giảng ngắn gọn , đầy đủ .",2,general
tốt giỏi chu đáo .,2,general
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",2,general
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",0,general
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,2,general
"nhiệt tình , truyền cảm hứng .",2,general
"thầy hài hước , giọng truyền cảm .",2,general
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",2,general
không hiểu cách chấm bài thi của thầy .,0,general
tiết học chưa được thu hút .,0,general
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,0,general
cần vào thẳng nội dung .,0,general
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",2,general
cô dạy trên lớp và thực hành tận tâm .,2,general
em rất hài lòng về thầy .,2,general
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",0,general
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",2,general
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",2,general
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",2,general
cần giải bài tập nhiều hơn .,0,general
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",2,general
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,0,general
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",2,general
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,0,general
"thấy rất hiền , rất chi là hơi trẻ con .",2,general
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",2,general
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",0,general
"giảng hơi nhanh , chưa kỹ lắm .",0,general
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",0,general
"nghe , nói luyện tập cao .",2,general
giáo viên giảng hay dễ hiểu .,2,general
sử dụng phần mềm crack .,0,general
nhiều khi dạy quá thời gian .,0,general
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,0,general
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",2,general
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,2,general
"dạy dễ hiểu , thân thiện .",2,general
có các phần ôn tập không liên tới bài kiểm tra .,0,general
không nên tổ chức thực hành hình thức 2 .,0,general
sự thân thiện và tận tình đối với học viên .,2,general
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",2,general
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,0,general
thầy thiện nhiệt tình .,2,general
truyền đạt thực tiễn vấn đề .,2,general
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,2,general
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",0,general
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,0,general
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",0,general
"thầy dạy khá nhiệt tình , vui tính .",2,general
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",0,general
thầy dạy rất hay ạ !,2,general
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",0,general
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,0,general
"giảng viên dạy nhiệt tình , dễ hiểu .",2,general
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,0,general
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",2,general
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",2,general
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",0,general
"thầy tận tâm , nhiệt tình .",2,general
máy ở phòng thực hành quá tệ .,0,general
thầy rất dễ thương .,2,general
"giảng viên nhiệt tình , thân thiện .",2,general
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",2,general
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,0,general
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",0,general
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",0,general
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,0,general
tạo điều kiện cho sinh viên làm việc nhóm .,2,general
phương pháp dạy chưa hay .,0,general
hay bị về trễ colonsad .,0,general
cần dạy chi tiết hơn .,0,general
cô giảng rất nhiệt tình .,2,general
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,2,general
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",0,general
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,0,general
"giảng dạy hay , nhiệt tình .",2,general
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",2,general
"dạy hơi nhiều , và hơi nhanh .",0,general
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,0,general
giảng dạy tận tâm .,2,general
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",0,general
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",2,general
quá dễ dẫn đến buồn ngủ .,0,general
giảng viên không có tính hài hước .,1,general
"vui tính , nhiệt tình .",2,general
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",2,general
thẩy wzjwz311 rất vui và nhiệt tình .,2,general
giáo viên giảng dạy lôi cuốn .,2,general
"nhiệt tình , dễ gần , truyền đạt tận tâm .",2,general
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,0,general
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,0,general
thầy giúp em biết mạch số là gì .,2,general
có lúc thầy lạc đề .,0,general
thầy dạy hơi chậm .,0,general
"lần được học thầy , thấm nhiều thứ quá .",2,general
nhiều phần trong slide bài giảng của giảng viên không chính xác .,0,general
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",0,general
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",0,general
"dạy dễ hiểu , sâu rộng .",2,general
"thầy dạy nhiệt tình , vui vẻ .",2,general
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",2,general
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,2,general
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",0,general
nên tự tin hơn trong việc giảng dạy .,0,general
giảng viên có cập nhật thông tin mới nhất về tình hình thực tế .,2,general
giáo viên rất nhiệt tình đối với sinh viên .,2,general
cảm thấy hứng thú khi lên lớp .,2,general
"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .",2,general
giảng viên chưa bám sát được sinh viên .,0,general
nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .,0,general
